"1.6400","100000260002"
"13.1700","100000260003"
"0.0100","100000260006"
"0.0100","100000260013"
"18.6300","100000332797"
"8.0200","100000332829"
"0.0100","100000332832"
"0.0600","100000333068"
"0.0100","100000333228"
"0.1200","100000333424"
"0.0100","100000333486"
"0.0100","100000333516"
"0.0100","100000333598"
"0.0100","100000333615"
"0.0100","100000333743"
"0.0100","100000334183"
"0.0100","100000334310"
"0.0100","100000334452"
"0.0100","100000334739"
"1.1700","100000335530"
"81.5900","100000335588"
"0.0100","100000335783"
"0.0100","100000352556"
"0.0100","100000352562"
"0.4400","100000352989"
"0.0100","100000353244"
"0.0100","100000353583"
"0.0100","100000353631"
"10.0000","100000354094"
"0.0100","100000354131"
"1.2400","100000354192"
"0.6600","100000354324"
"0.0200","100000354327"
"0.0100","100000354654"
"0.0100","100000354699"
"0.0100","100000355129"
"0.0100","100000355156"
"0.0200","100000355267"
"1.9700","100000355592"
"0.0100","100000360300"
"0.0100","100000360413"
"2.4900","100000360589"
"0.0400","100000360723"
"0.4100","100000360792"
"0.0100","100000360816"
"0.1500","100000361117"
"0.0100","100000361237"
"0.8100","100000361303"
"0.5800","100000361313"
"0.0100","100000361592"
"0.0100","100000361736"
"0.0100","100000361875"
"0.0100","100000361962"
"0.8900","100000362143"
"0.0100","100000362283"
"0.3000","100000362309"
"0.2600","100000362540"
"4.1300","100000362923"
"1.8400","100000363574"
"0.0100","100000363721"
"0.0100","100000363760"
"0.0800","100000363769"
"1.2700","100000364096"
"0.0100","100000364171"
"0.0100","100000364817"
"1.4100","100000364843"
"0.2800","100000364913"
"0.3300","100000364934"
"0.0100","100000364938"
"0.0100","100000364976"
"0.1700","100000364989"
"0.0100","100000365004"
"0.2200","100000365041"
"0.0100","100000366498"
"0.0500","100000366771"
"0.0100","100000367195"
"0.0100","100000367270"
"0.0100","100000367400"
"0.5100","100000367438"
"0.8700","100000367488"
"0.0100","100000367491"
"0.5800","100000367509"
"0.0100","100000367618"
"0.2000","100000367984"
"0.0100","100000368096"
"0.0200","100000368140"
"0.0400","100000368333"
"0.7500","100000368634"
"0.0100","100000368788"
"0.0900","100000368850"
"0.7800","100000368901"
"0.4400","100000368984"
"0.0100","100000369223"
"0.2500","100000369605"
"324.6900","100000369627"
"0.0100","100000369847"
"0.0100","100000369850"
"8.3400","100000371061"
"0.0500","100000371119"
"0.0600","100000371289"
"0.0100","100000371294"
"0.1500","100000371331"
"0.1000","100000371382"
"0.0100","100000371385"
"0.0100","100000371388"
"0.5700","100000371439"
"0.0100","100000371774"
"0.5900","100000371829"
"0.0800","100000371853"
"0.0100","100000371905"
"0.0100","100000371926"
"9.0900","100000372169"
"0.0100","100000372363"
"8.3600","100000372500"
"6791.3500","100000372587"
"0.6700","100000372945"
"3.3600","100000373211"
"0.2400","100000373233"
"1.0000","100000374082"
"98.8800","100000374250"
"0.0100","100000374561"
"0.1800","100000374943"
"10.0100","100000374988"
"168.9200","100000375772"
"0.2600","100000380545"
"0.0600","100000380635"
"0.0100","100000380939"
"0.0100","100000380951"
"0.4100","100000381122"
"0.0100","100000381307"
"0.7800","100000381352"
"0.3900","100000381386"
"0.5000","100000381408"
"0.0100","100000381421"
"0.0100","100000381757"
"1.3900","100000381869"
"0.0100","100000382084"
"0.4000","100000382085"
"0.0200","100000382330"
"0.0100","100000382337"
"0.0100","100000382495"
"0.0100","100000382648"
"0.0100","100000382755"
"0.0100","100000382792"
"0.6100","100000382793"
"0.0100","100000382812"
"0.5100","100000382859"
"0.0100","100000383203"
"5.0000","100000383293"
"0.0800","100000383381"
"0.3000","100000383596"
"0.2300","100000383770"
"0.0800","100000383947"
"0.8100","100000384067"
"0.0100","100000384171"
"0.0100","100000384201"
"0.3100","100000384419"
"0.4100","100000384433"
"0.1300","100000384936"
"0.0200","100000385026"
"1.9900","100000385362"
"0.1000","100000386264"
"1556.9900","100000386680"
"0.0400","100000386778"
"0.1800","100000387362"
"0.0300","100000387497"
"0.0100","100000387928"
"0.7700","100000388086"
"4.9800","100000388108"
"0.2700","100000388382"
"0.1500","100000388387"
"0.0100","100000388510"
"0.0800","100000388838"
"0.0100","100000388868"
"0.1400","100000388884"
"0.0100","100000388949"
"0.0100","100000389232"
"0.1100","100000389546"
"0.2500","100000390241"
"0.0100","100000390720"
"0.0200","100000391078"
"0.0100","100000391094"
"0.0100","100000391525"
"0.0100","100000391664"
"38.3900","100000391675"
"0.0100","100000391694"
"0.0100","100000391716"
"0.3200","100000391742"
"0.7100","100000392160"
"0.0100","100000392338"
"0.0100","100000392445"
"0.0100","100000392603"
"0.0100","100000392640"
"0.0100","100000393441"
"0.7400","100000393731"
"0.0100","100000393744"
"0.7200","100000394394"
"0.0200","100000394409"
"0.0800","100000394521"
"0.0100","100000394703"
"5.0000","100000394738"
"0.0100","100000394953"
"0.1900","100000395005"
"0.0800","100000395490"
"0.0100","100000395860"
"1073.5500","100000395972"
"0.1200","100000400357"
"0.7400","100000401063"
"0.8500","100000401246"
"0.8300","100000401271"
"0.6900","100000401408"
"0.1200","100000401858"
"1.0300","100000402115"
"3448.6200","100000402228"
"0.0100","100000403713"
"0.4700","100000404030"
"0.5800","100000404605"
"0.0100","100000404714"
"1.0000","100000405193"
"0.0100","100000405549"
"4.3300","100000405712"
"4.2900","100000406484"
"2.0900","100000406661"
"1.1500","100000406841"
"0.0100","100000406991"
"0.0100","100000407022"
"0.6900","100000407108"
"0.1200","100000407351"
"17.3700","100000407390"
"5.8800","100000407476"
"0.0100","100000407548"
"0.0900","100000407669"
"4.0400","100000407727"
"2.0200","100000407728"
"0.0100","100000407965"
"1.0000","100000407974"
"0.0100","100000408618"
"1.0000","100000408925"
"0.0100","100000409045"
"0.0100","100000409334"
"0.8400","100000409493"
"0.0100","100000410058"
"0.0100","100000410374"
"45.7100","100000410663"
"0.0100","100000410798"
"0.3500","100000411125"
"102.3700","100000411924"
"26.6800","100000411998"
"0.0100","100000412153"
"0.0100","100000412165"
"28.4800","100000412227"
"3.5000","100000412253"
"0.0800","100000412262"
"0.4800","100000412368"
"0.0100","100000412381"
"0.0100","100000412386"
"0.4100","100000412387"
"0.8300","100000412394"
"0.6400","100000412678"
"0.0100","100000412919"
"0.0600","100000413168"
"0.0100","100000413174"
"784.7000","100000413194"
"0.0100","100000413246"
"0.0100","100000413291"
"0.0100","100000413311"
"0.6500","100000413313"
"0.0100","100000413356"
"0.0100","100000413405"
"0.0800","100000413458"
"0.0100","100000413741"
"806.4200","100000413775"
"0.3200","100000413864"
"0.0800","100000414038"
"0.2100","100000414257"
